File,Article Citation,Accession ID,Last Updated (YYYY-MM-DD HH:MM:SS),PMID,License
oa_package/31/a9/PMC4163345.tar.gz,ScientificWorldJournal. 2014 Aug 27; 2014:649648,PMC4163345,2023-06-30 20:25:10,25250383.0,CC BY
oa_package/ac/e8/PMC7073728.tar.gz,Membranes (Basel). 2020 Feb 6; 10(2):25,PMC7073728,2020-03-19 20:56:15,32041326.0,CC BY
oa_package/c7/17/PMC8651989.tar.gz,Ann Surg Treat Res. 2021 Dec 1; 101(6):340-349,PMC8651989,2021-12-22 10:16:32,34934761.0,CC BY-NC
oa_package/1f/bf/PMC6321510.tar.gz,Int J Mol Sci. 2018 Dec 4; 19(12):3867,PMC6321510,2020-04-07 07:20:44,30518074.0,CC BY
oa_package/82/59/PMC12801684.tar.gz,BMC Med Educ. 2025 Dec 10; 26:65,PMC12801684,2026-01-15 05:25:13,41372950.0,CC BY
oa_package/aa/1d/PMC9786771.tar.gz,Viruses. 2022 Dec 11; 14(12):2763,PMC9786771,2024-07-07 12:25:13,36560767.0,CC BY
oa_package/bd/f1/PMC11150054.tar.gz,J Neurol Surg Rep. 2024 Jun 4; 85(2):e83-e87,PMC11150054,2024-06-05 13:25:12,38835396.0,CC BY-NC-ND
oa_package/7f/16/PMC5762460.tar.gz,Ann Dermatol. 2018 Feb 26; 30(1):102-104,PMC5762460,2021-03-12 19:42:50,29386845.0,CC BY-NC
oa_package/5b/d0/PMC9735480.tar.gz,Polymers (Basel). 2022 Dec 1; 14(23):5239,PMC9735480,2022-12-12 23:10:30,36501633.0,CC BY
oa_package/b6/c1/PMC12158043.tar.gz,Sensors (Basel). 2025 May 26; 25(11):3331,PMC12158043,2025-07-29 10:25:55,40705698.0,CC BY
oa_package/1b/b0/PMC10502473.tar.gz,Clin Cancer Res. 2023 Sep 15; 29(18):3691-3705,PMC10502473,2025-11-25 19:25:12,37574209.0,CC BY
oa_package/ee/eb/PMC9987017.tar.gz,Epidemiol Infect. 2022 Sep 12; 150:e200,PMC9987017,2024-09-12 23:25:29,36093608.0,CC BY
oa_package/4c/17/PMC11377543.tar.gz,Sci Rep. 2024 Mar 27; 14:7318,PMC11377543,2024-09-06 20:25:14,38538774.0,CC BY
oa_package/0a/59/PMC11227781.tar.gz,BMJ Open. 2024 Jul 2; 14(7):e081791,PMC11227781,2024-07-08 06:25:13,38960466.0,CC BY-NC
oa_package/79/3e/PMC5526496.tar.gz,PLoS Biol. 2017 Jul 25; 15(7):e2002654,PMC5526496,2025-08-22 11:25:39,28742850.0,CC BY
oa_package/98/ad/PMC3707269.tar.gz,Clin Dev Immunol. 2013 Jun 25; 2013:264124,PMC3707269,2017-05-08 11:57:28,23864876.0,CC BY
oa_package/ba/9e/PMC11026035.tar.gz,Cureus.; 16(3):e56397,PMC11026035,2024-04-25 00:25:19,38638773.0,CC BY
oa_package/e1/04/PMC12767253.tar.gz,World J Exp Med. 2025 Dec 20; 15(4):111542,PMC12767253,2026-01-07 04:25:13,41497676.0,CC BY-NC
oa_package/9c/e7/PMC10731251.tar.gz,Front Public Health. 2023 Dec 6; 11:1290187,PMC10731251,2024-01-29 07:25:10,38125849.0,CC BY
oa_package/93/04/PMC9341383.tar.gz,Mitochondrial DNA B Resour.; 7(7):137568-1376,PMC9341383,2022-08-04 12:17:42,35923634.0,CC BY
oa_package/d5/47/PMC2851072.tar.gz,Sci Pract Perspect. 2007 Apr; 3(2):29-34,PMC2851072,2024-03-22 00:25:16,17514070.0,NO-CC CODE
oa_package/d6/90/PMC9949714.tar.gz,Mol Biol Evol. 2023 Feb 4; 40(2):msad026,PMC9949714,2024-04-24 20:25:15,36738166.0,CC BY-NC
oa_package/b4/57/PMC12537427.tar.gz,Front Pediatr. 2025 Oct 7; 13:1608425,PMC12537427,2025-10-23 05:25:15,41126849.0,CC BY
oa_package/23/2f/PMC10744053.tar.gz,Insects. 2023 Nov 24; 14(12):907,PMC10744053,2024-01-29 09:25:11,38132581.0,CC BY
oa_package/a1/62/PMC10816048.tar.gz,J Clin Med. 2024 Jan 6; 13(2):329,PMC10816048,2024-10-22 01:26:35,38256463.0,CC BY
oa_package/b0/86/PMC12150034.tar.gz,JACC Adv. 2025 May 22; 4(6):101834,PMC12150034,2025-06-11 21:25:42,40408797.0,CC BY
oa_package/52/10/PMC4993731.tar.gz,Springerplus. 2016 Aug 22; 5(1):1385,PMC4993731,2016-09-10 17:52:35,27610304.0,CC BY
oa_package/5c/28/PMC8657207.tar.gz,Int J Environ Res Public Health. 2021 Dec 1; 18(23):12661,PMC8657207,2021-12-13 19:16:40,34886386.0,CC BY
oa_package/16/84/PMC5923438.tar.gz,Viruses. 2018 Mar 23; 10(4):144,PMC5923438,2024-10-16 14:25:14,29570605.0,CC BY
oa_package/d8/51/PMC11187794.tar.gz,Front Public Health. 2024 Jun 5; 12:1384512,PMC11187794,2024-06-21 13:25:12,38903572.0,CC BY
oa_package/1b/e7/PMC10018464.tar.gz,Heliyon. 2023 Feb 24; 9(3):e13977,PMC10018464,2023-03-20 06:10:24,36938420.0,CC BY-NC-ND
oa_package/5e/85/PMC8498531.tar.gz,J Neurol Sci. 2021 Oct 8; 429:119875,PMC8498531,2022-02-25 01:16:50,,NO-CC CODE
oa_package/a9/1f/PMC2695600.tar.gz,Vaccine. 2007 Jul 20; 25(29-5):5290-5300,PMC2695600,2024-06-04 10:25:13,17576026.0,CC BY
oa_package/48/79/PMC4174571.tar.gz,Sci Rep. 2014 Sep 25; 4:6473,PMC4174571,2024-03-20 15:25:11,25253681.0,CC BY-NC-SA
oa_package/bd/59/PMC7006474.tar.gz,Front Neurol. 2020 Jan 31; 11:46,PMC7006474,2020-02-22 19:56:13,32082249.0,CC BY
oa_package/a4/ba/PMC12027918.tar.gz,J Clin Med. 2025 Apr 11; 14(8):2628,PMC12027918,2025-04-27 07:25:27,40283458.0,CC BY
oa_package/ea/a2/PMC6764539.tar.gz,Eur Heart J Case Rep. 2019 Jul 6; 3(3):ytz106,PMC6764539,2019-10-30 18:56:14,31660482.0,CC BY-NC
oa_package/a1/83/PMC11467500.tar.gz,Korean J Anesthesiol. 2024 Oct 18; 77(5):570-571,PMC11467500,2024-10-12 03:25:23,39019645.0,CC BY-NC
oa_package/b0/b4/PMC8776669.tar.gz,Abdom Radiol (NY). 2022 Oct 4; 47(1):38-47,PMC8776669,2022-02-17 13:16:39,34605966.0,CC BY
oa_package/b1/a5/PMC6713439.tar.gz,PLoS One. 2019 Aug 28; 14(8):e0221447,PMC6713439,2023-10-12 22:25:21,31461481.0,CC BY
oa_package/b1/45/PMC7643186.tar.gz,ACS Omega. 2020 Oct 23; 5(43):28056-28072,PMC7643186,2020-11-10 11:56:17,33163788.0,NO-CC CODE
oa_package/06/c6/PMC9710109.tar.gz,J Affect Disord. 2023 Feb 15; 323:417-425,PMC9710109,2023-05-23 15:25:18,36462608.0,NO-CC CODE
oa_package/a6/c0/PMC10518147.tar.gz,Int J Gen Med. 2023 Sep 20; 16:4257-4265,PMC10518147,2025-10-19 09:25:15,37750105.0,CC BY-NC
oa_package/73/66/PMC4250183.tar.gz,PLoS One. 2014 Dec 1; 9(12):e114927,PMC4250183,2018-04-04 14:01:26,,CC BY
oa_package/07/5c/PMC12037743.tar.gz,Sci Rep. 2025 Apr 28; 15:14885,PMC12037743,2025-04-29 20:25:37,40295686.0,CC BY
oa_package/36/4e/PMC8603639.tar.gz,World J Clin Pediatr. 2021 Nov 9; 10(6):124-136,PMC8603639,2021-12-06 11:16:38,34868889.0,CC BY-NC
oa_package/59/f1/PMC6890275.tar.gz,Clin Transl Gastroenterol. 2019 Nov 11; 10(11):e00092,PMC6890275,2020-05-11 12:56:19,31770138.0,CC BY-NC-ND
oa_package/cb/8b/PMC9977950.tar.gz,Light Sci Appl. 2023 Mar 2; 12:53,PMC9977950,2023-03-02 19:10:18,36859348.0,CC BY
oa_package/78/f7/PMC10853595.tar.gz,J Int AIDS Soc. 2024 Feb 8; 27(2):e26216,PMC10853595,2024-02-10 04:25:22,38332525.0,CC BY
oa_package/42/f8/PMC4410043.tar.gz,Int J Fertil Steril. 2015 Apr 21 Apr-Jun; 9(1):93-106,PMC4410043,2015-04-29 14:42:30,25918597.0,CC BY
oa_package/d6/c9/PMC5481982.tar.gz,Diabetes Care. 2017 Jul 13; 40(7):e88-e89,PMC5481982,2019-03-24 16:56:10,28515131.0,NO-CC CODE
oa_package/98/85/PMC8614321.tar.gz,Animals (Basel). 2021 Oct 26; 11(11):3062,PMC8614321,2024-05-07 21:25:33,34827794.0,CC BY
oa_package/d1/96/PMC5271515.tar.gz,Edinb Med J. 1896 Sep; 42(3):196-208,PMC5271515,2022-11-10 09:10:11,,CC BY-NC
oa_package/f7/11/PMC3503938.tar.gz,Ann Rehabil Med. 2012 Oct 31; 36(5):633-639,PMC3503938,2012-11-28 19:36:52,23185727.0,CC BY-NC
oa_package/75/4b/PMC7500667.tar.gz,PLoS One. 2020 Sep 18; 15(9):e0238622,PMC7500667,2024-04-27 23:25:15,32946536.0,CC BY
oa_package/b3/d8/PMC5784940.tar.gz,PLoS One. 2018 Jan 25; 13(1):e0191137,PMC5784940,2018-05-30 12:05:21,29370183.0,CC BY
oa_package/4b/76/PMC3891551.tar.gz,PLoS One. 2014 Jan 3; 9(1):10.1371/annotation/1f6a85aa-dcbb-40f6-910b-a1189cefe56b,PMC3891551,2018-03-22 00:49:50,,CC BY
oa_package/c8/70/PMC10407834.tar.gz,Kidney Blood Press Res. 2023 Jun 6; 48(1):495-504,PMC10407834,2024-02-12 09:25:09,37279714.0,CC BY-NC
oa_package/58/64/PMC6415841.tar.gz,PLoS One. 2019 Mar 13; 14(3):e0213344,PMC6415841,2019-04-02 20:34:38,30865695.0,CC BY
oa_package/c2/20/PMC8462074.tar.gz,World J Gastrointest Surg. 2021 Sep 27; 13(9):988-999,PMC8462074,2024-05-06 15:25:14,34621475.0,CC BY-NC
oa_package/6a/56/PMC6058410.tar.gz,CASE (Phila). 2018 Feb 15; 2(2):63-65,PMC6058410,2018-08-01 18:05:12,30062312.0,CC BY-NC-ND
oa_package/5f/f1/PMC4489721.tar.gz,J Ther Ultrasound. 2015 Jun 30; 3(Suppl 1):O86,PMC4489721,2015-07-13 20:09:10,,CC BY
oa_package/a3/2f/PMC8790586.tar.gz,Yonsei Med J. 2022 Jan 6; 63(Suppl):S22-S33,PMC8790586,2022-02-02 19:16:42,35040603.0,CC BY-NC
oa_package/a1/15/PMC9168035.tar.gz,Front Neurol. 2022 May 23; 13:812458,PMC9168035,2022-06-09 11:16:53,35677331.0,CC BY
oa_package/8d/a2/PMC9442279.tar.gz,Cephalalgia. 2022 Sep 13; 42(10):1050-1057,PMC9442279,2025-08-16 11:25:15,35414200.0,CC BY
oa_package/c5/de/PMC8098445.tar.gz,Front Immunol. 2021 Apr 19; 12:638111,PMC8098445,2021-05-11 11:16:29,33968029.0,CC BY
oa_package/09/76/PMC5205891.tar.gz,Hospital (Lond 1886). 1904 Sep 10; 36(937):412b-413,PMC5205891,2018-06-07 00:22:36,29817348.0,CC BY
oa_package/36/9b/PMC8483683.tar.gz,Clin Kidney J. 2021 Apr 19; 14(10):2273-2275,PMC8483683,2021-10-04 11:16:35,34603707.0,CC BY-NC
oa_package/ac/c1/PMC8360772.tar.gz,Saudi Pharm J. 2021 Aug 12; 29(8):799-806,PMC8360772,2023-09-19 12:25:17,34408541.0,CC BY-NC-ND
oa_package/ca/68/PMC3989240.tar.gz,PLoS One. 2014 Apr 16; 9(4):e94803,PMC3989240,2024-07-03 12:25:30,24739900.0,CC BY
oa_package/8a/3a/PMC9948205.tar.gz,ACS Omega. 2023 Feb 13; 8(7):7119-7127,PMC9948205,2025-09-17 10:25:42,36844567.0,CC BY-NC-ND
oa_package/5e/06/PMC3838770.tar.gz,Avicenna J Med Biotechnol. 2013 Oct-Dec; 5(4):251-256,PMC3838770,2025-05-21 11:25:14,24286000.0,CC BY-NC
oa_package/a0/d1/PMC9531614.tar.gz,Clin Epidemiol. 2022 Sep 30; 14:1087-1098,PMC9531614,2023-02-08 20:10:12,36204153.0,CC BY-NC
oa_package/58/b9/PMC9402436.tar.gz,Nature. 2022 Aug 17; 608(7924):795-802,PMC9402436,2025-08-13 11:25:43,35978189.0,CC BY
oa_package/bc/4b/PMC6119467.tar.gz,Nat Plants. 2018 Aug 23; 4(8):540-547,PMC6119467,2025-04-30 10:25:26,30038410.0,NO-CC CODE
oa_package/a2/1a/PMC10184628.tar.gz,J Racial Ethn Health Disparities. 2023 May 15;:1-10,PMC10184628,2025-09-26 10:25:37,37184814.0,NO-CC CODE
oa_package/01/4d/PMC10325648.tar.gz,Front Oncol. 2023 Jun 22; 13:1177225,PMC10325648,2023-07-10 07:25:17,37427110.0,CC BY
oa_package/21/74/PMC11745813.tar.gz,Poult Sci. 2024 Dec 30; 104(2):104704,PMC11745813,2025-01-28 20:25:36,39740495.0,CC BY-NC-ND
oa_package/a7/a7/PMC7581471.tar.gz,Endosc Int Open. 2020 Nov 22; 8(11):E1698-E1706,PMC7581471,2020-11-03 11:56:18,33140027.0,CC BY-NC-ND
oa_package/fc/48/PMC8004648.tar.gz,Genes (Basel). 2021 Mar 22; 12(3):451,PMC8004648,2025-01-07 07:25:16,33809982.0,CC BY
oa_package/7f/e4/PMC7377392.tar.gz,PLoS One. 2020 Jul 23; 15(7):e0236415,PMC7377392,2024-03-28 08:25:29,32702017.0,CC BY
oa_package/cb/06/PMC8382761.tar.gz,Nat Commun. 2021 Aug 23; 12:5079,PMC8382761,2021-09-22 20:17:04,34426575.0,CC BY
oa_package/30/9c/PMC10372041.tar.gz,Sci Rep. 2023 Jul 26; 13:12099,PMC10372041,2023-07-27 22:25:22,37495635.0,CC BY
oa_package/05/d5/PMC3059620.tar.gz,Front Psychiatry. 2010 Nov 2; 1:144,PMC3059620,2024-03-14 00:25:14,21423452.0,NO-CC CODE
oa_package/8c/58/PMC3427300.tar.gz,PLoS One. 2012 Aug 24; 7(8):e43048,PMC3427300,2020-12-16 06:16:22,22937011.0,CC BY
oa_package/47/7e/PMC3610587.tar.gz,Acta Inform Med. 2013 Mar; 21(1):7-11,PMC3610587,2013-04-22 14:27:30,23572853.0,NO-CC CODE
oa_package/64/47/PMC8065932.tar.gz,Nutrients. 2021 Apr 2; 13(4):1181,PMC8065932,2021-05-14 17:16:32,33918417.0,CC BY
oa_package/5f/be/PMC11188156.tar.gz,J Health Popul Nutr. 2024 Jun 19; 43:88,PMC11188156,2024-06-21 06:25:14,38898496.0,CC BY
oa_package/2e/10/PMC5138667.tar.gz,Ind Med Gaz. 1881 Jul 1; 16(7):185-186,PMC5138667,2022-11-10 09:10:11,28997864.0,CC BY-NC
oa_package/cd/11/PMC8227858.tar.gz,Nutrients. 2021 May 31; 13(6):1893,PMC8227858,2024-08-11 07:25:18,34072912.0,CC BY
oa_package/55/2d/PMC9472375.tar.gz,Environ Health. 2022 Sep 14; 21:85,PMC9472375,2025-08-18 09:25:16,36104725.0,CC BY
oa_package/76/fe/PMC3767830.tar.gz,PLoS One. 2013 Sep 9; 8(9):e73483,PMC3767830,2024-07-01 11:25:13,24039956.0,CC BY
oa_package/67/9e/PMC7527968.tar.gz,Hortic Res. 2020 Oct 1; 7:160,PMC7527968,2024-04-28 15:25:12,33082967.0,CC BY
oa_package/6c/f7/PMC10871787.tar.gz,Microbiol Spectr.; 11(6):e02615-23,PMC10871787,2024-03-08 16:25:10,37819129.0,CC BY
oa_package/dd/11/PMC4177806.tar.gz,Influenza Other Respir Viruses. 2014 Jan 23; 8(1):123-130,PMC4177806,2014-10-29 20:07:28,24112132.0,CC BY
oa_package/06/d3/PMC12155586.tar.gz,Mol Oncol. 2025 Jun 11; 19(Suppl 1):1-895,PMC12155586,2025-06-13 11:25:21,40498965.0,CC BY
oa_package/6b/da/PMC10392131.tar.gz,JTO Clin Res Rep. 2023 Jun 30; 4(8):100545,PMC10392131,2023-08-03 08:25:10,37533438.0,CC BY-NC-ND
oa_package/af/9d/PMC9812133.tar.gz,Chic Med J. 1875 Apr; 32(4):294-300,PMC9812133,2023-07-12 14:25:09,37413597.0,CC0
oa_package/84/d3/PMC8946298.tar.gz,Biomolecules. 2022 Mar 15; 12(3):453,PMC8946298,2023-09-16 17:25:21,35327645.0,CC BY
oa_package/07/c5/PMC10272450.tar.gz,Front Neurosci. 2023 Jun 2; 17:1152503,PMC10272450,2025-09-06 20:26:13,37332877.0,CC BY
oa_package/8c/97/PMC4598698.tar.gz,Animals (Basel). 2015 Jul 22; 5(3):624-642,PMC4598698,2025-03-01 09:25:23,26479378.0,CC BY
oa_package/f4/9c/PMC9667286.tar.gz,Integr Med Res. 2020 Dec 1; 9(4):100669,PMC9667286,2022-11-16 19:10:53,,CC BY-NC-ND
oa_package/45/ce/PMC7133679.tar.gz,Psychiatry Res. 2020 Apr 28; 286:112902,PMC7133679,2021-01-18 15:16:46,32146248.0,NO-CC CODE
oa_package/cd/59/PMC5515098.tar.gz,J Endourol Case Rep. 2017 Jul 1; 3(1):87-89,PMC5515098,2017-07-25 20:22:50,28736749.0,NO-CC CODE
oa_package/2b/6f/PMC6320358.tar.gz,Theor Appl Genet. 2019 Oct 19; 132(1):177-194,PMC6320358,2025-07-13 11:25:17,30341493.0,CC BY
oa_package/45/a7/PMC7198007.tar.gz,Genet Mol Biol.; 43(1):e20190275,PMC7198007,2020-05-08 20:37:09,32141471.0,CC BY
oa_package/ce/26/PMC5179628.tar.gz,Mens Sana Monogr. 2016 Jan-Dec; 14(1):5-29,PMC5179628,2016-12-30 19:00:30,28031622.0,CC BY-NC-SA
oa_package/c3/21/PMC6444571.tar.gz,Mol Cancer. 2019 Apr 2; 18:75,PMC6444571,2025-06-22 11:26:08,30940145.0,CC BY
oa_package/b6/2a/PMC9701644.tar.gz,J Transp Health. 2023 Jan 28; 28:101539,PMC9701644,2023-02-09 01:10:11,36466107.0,NO-CC CODE
oa_package/50/01/PMC5558336.tar.gz,Turk J Obstet Gynecol. 2016 Jun 15; 13(2):103-105,PMC5558336,2017-09-17 21:59:44,28913102.0,CC BY
oa_package/a1/a4/PMC6332046.tar.gz,Molecules. 2015 Sep 18; 20(9):17244-17274,PMC6332046,2019-01-24 19:19:24,26393560.0,CC BY
oa_package/33/f3/PMC6158743.tar.gz,Nucleic Acids Res. 2018 Jul 6; 46(12):6229-6237,PMC6158743,2018-10-02 20:04:27,29846668.0,CC BY-NC
oa_package/4f/fe/PMC9362633.tar.gz,Pediatr Nephrol. 2023 Aug 9; 38(2):357-370,PMC9362633,2024-09-08 03:25:22,35943577.0,NO-CC CODE
oa_package/c1/86/PMC4352012.tar.gz,PLoS One. 2015 Mar 6; 10(3):e0117688,PMC4352012,2019-02-21 19:56:08,25748700.0,CC BY
oa_package/e3/8d/PMC6106758.tar.gz,BMC Nephrol. 2018 Aug 22; 19:212,PMC6106758,2018-08-29 20:04:26,30134956.0,CC BY
oa_package/fe/21/PMC6551905.tar.gz,Biotechnol Biofuels. 2019 Jun 6; 12:140,PMC6551905,2019-06-15 02:56:10,31178928.0,CC BY
oa_package/bb/3f/PMC9265471.tar.gz,Int J Environ Res Public Health. 2022 Jun 29; 19(13):7995,PMC9265471,2024-09-01 12:25:39,35805648.0,CC BY
oa_package/bc/9b/PMC6567813.tar.gz,Int J Biol Sci. 2019 May 12; 15(6):1325-1335,PMC6567813,2024-04-17 12:25:13,31223290.0,CC BY-NC
oa_package/d3/49/PMC2189514.tar.gz,J Exp Med. 1989 Nov 1; 170(5):1627-1633,PMC2189514,2019-10-21 10:56:16,2809510.0,CC BY-NC-SA
oa_package/8a/cd/PMC7150244.tar.gz,Fenner and White's Medical Virology. 2017 Nov 11;:217-225,PMC7150244,2024-11-01 00:25:40,,NO-CC CODE
oa_package/ac/69/PMC5797945.tar.gz,J Gen Virol. 2017 Mar 1; 98(3):352-354,PMC5797945,2018-02-08 19:07:23,28366187.0,CC BY
oa_package/8a/1e/PMC4797700.tar.gz,JMIR Hum Factors. 2015 Jul 29; 2(2):e13,PMC4797700,2025-03-19 15:25:15,27025403.0,CC BY
oa_package/a3/09/PMC11868857.tar.gz,Turk J Phys Med Rehabil. 2024 Oct 31; 70(4):460-467,PMC11868857,2025-03-04 20:25:27,40028402.0,CC BY-NC
oa_package/28/9e/PMC6100410.tar.gz,Molecules. 2018 Jul 6; 23(7):1653,PMC6100410,2018-11-13 19:18:28,29986401.0,CC BY
oa_package/4f/40/PMC12115942.tar.gz,Viruses. 2025 May 1; 17(5):664,PMC12115942,2025-05-29 10:25:15,40431676.0,CC BY
oa_package/ea/14/PMC4886049.tar.gz,Biomed Res Int. 2016 May 17; 2016:9717530,PMC4886049,2017-05-04 21:08:13,27294147.0,CC BY
oa_package/c5/9d/PMC10858338.tar.gz,Hum Brain Mapp. 2024 Feb 9; 45(2):e26619,PMC10858338,2024-02-11 09:25:10,38339822.0,CC BY-NC-ND
oa_package/a2/26/PMC12514100.tar.gz,Discov Oncol. 2025 Oct 10; 16:1847,PMC12514100,2025-10-14 01:25:25,41071397.0,CC BY
oa_package/f8/f0/PMC6027279.tar.gz,Pathogens. 2018 Mar 29; 7(2):34,PMC6027279,2021-06-10 20:45:33,29596395.0,CC BY
oa_package/9e/d7/PMC11077785.tar.gz,BMC Microbiol. 2024 May 8; 24:158,PMC11077785,2024-05-10 03:25:25,38720268.0,CC BY
oa_package/e0/bc/PMC8714623.tar.gz,J Neurooncol. 2022 Nov 26; 156(1):81-96,PMC8714623,2025-01-22 20:25:49,34825292.0,CC BY
oa_package/e0/5e/PMC7912264.tar.gz,Brain Sci. 2021 Jan 21; 11(2):136,PMC7912264,2024-03-30 02:25:37,33494346.0,CC BY
oa_package/90/86/PMC4159568.tar.gz,Brain Lang. 2014 Sep; 136:31-43,PMC4159568,2024-04-01 21:25:16,25128904.0,CC BY-NC-ND
oa_package/b2/c0/PMC11207045.tar.gz,PLoS One. 2024 Jun 26; 19(6):e0288828,PMC11207045,2024-06-27 08:25:13,38923976.0,CC BY
oa_package/93/47/PMC9704639.tar.gz,PLoS One. 2022 Nov 28; 17(11):e0277425,PMC9704639,2022-12-13 00:10:10,36441682.0,CC BY
oa_package/27/c2/PMC9985571.tar.gz,Clin Oral Investig. 2023 Oct 13; 27(3):1167-1175,PMC9985571,2023-03-06 00:10:11,36229741.0,CC BY
oa_package/61/7d/PMC7844814.tar.gz,Front Endocrinol (Lausanne). 2021 Jan 15; 11:593718,PMC7844814,2021-02-01 10:16:21,33519708.0,CC BY
oa_package/ff/cb/PMC7832888.tar.gz,Int J Mol Sci. 2021 Jan 19; 22(2):936,PMC7832888,2024-04-30 21:25:17,33477820.0,CC BY
oa_package/41/fb/PMC4766826.tar.gz,J Res Med Sci. 2015 Dec; 20(12):1182-1185,PMC4766826,2016-03-10 16:51:20,26958054.0,CC BY-NC-SA
oa_package/61/90/PMC10286258.tar.gz,ACS Omega. 2023 Jun 8; 8(24):21377-21390,PMC10286258,2025-09-30 10:25:29,37360489.0,CC BY-NC-ND
oa_package/8e/c9/PMC3011737.tar.gz,Acta Crystallogr Sect E Struct Rep Online. 2010 Nov 6; 66(Pt 12):o3050-o3051,PMC3011737,2018-10-12 13:36:48,21589363.0,CC BY
oa_package/bc/b2/PMC11110197.tar.gz,BMC Health Serv Res. 2024 May 22; 24:655,PMC11110197,2024-05-24 04:25:19,38778370.0,CC BY
oa_package/7c/af/PMC12216395.tar.gz,Sci Rep. 2025 Jul 2; 15:23051,PMC12216395,2025-07-03 06:25:18,40595263.0,CC BY
oa_package/99/72/PMC6550587.tar.gz,J Endocr Soc. 2019 Apr 30; 3(Suppl 1):MON-536,PMC6550587,2019-06-13 20:18:18,,CC BY-NC-ND
oa_package/5a/39/PMC5953099.tar.gz,Glasgow Med J. 1942 Nov; 138(5):177,PMC5953099,2022-11-14 07:10:16,,CC BY-NC
oa_package/d8/16/PMC3636169.tar.gz,J Med Internet Res. 2013 Mar 27; 15(3):e65,PMC3636169,2013-04-28 20:07:55,23535584.0,CC BY
oa_package/7d/65/PMC8231892.tar.gz,Cells. 2021 Jun 13; 10(6):1490,PMC8231892,2021-07-09 17:16:30,34199280.0,CC BY
oa_package/34/4d/PMC7460754.tar.gz,BMC Public Health. 2020 Aug 31; 20:1320,PMC7460754,2024-03-28 14:25:15,32867736.0,CC BY
oa_package/4f/1f/PMC7455256.tar.gz,Eur Heart J Suppl. 2020 Aug 28; 22(Suppl H):H47-H49,PMC7455256,2020-09-04 12:56:25,32884468.0,CC BY-NC
oa_package/fb/de/PMC9238280.tar.gz,JOR Spine. 2022 Jun 3; 5(2):e1209,PMC9238280,2024-08-29 18:25:15,35783912.0,CC BY-NC
oa_package/c2/36/PMC9622435.tar.gz,Quant Imaging Med Surg. 2022 Nov; 12(11):5080-5100,PMC9622435,2025-03-16 11:25:14,36330182.0,CC BY-NC-ND
oa_package/97/e8/PMC2173359.tar.gz,J Cell Biol. 2003 Mar 3; 160(5):719-727,PMC2173359,2018-02-16 10:39:00,12604588.0,CC BY-NC-SA
oa_package/46/04/PMC10159076.tar.gz,Braz J Cardiovasc Surg. 2023 May-Jun; 38(3):353-359,PMC10159076,2023-05-05 06:25:13,36692043.0,CC BY
oa_package/68/b9/PMC7720971.tar.gz,Mitochondrial DNA B Resour.; 5(1):2312-24,PMC7720971,2024-03-31 15:25:12,33366404.0,CC BY
oa_package/f2/bc/PMC7732434.tar.gz,Front Neurol. 2020 Nov 24; 11:588879,PMC7732434,2023-08-30 09:25:20,33329335.0,CC BY
oa_package/9d/1c/PMC5971970.tar.gz,Glasgow Med J. 1949 May; 30(5):189,PMC5971970,2022-11-14 07:10:16,30438594.0,CC BY-NC
oa_package/34/40/PMC3372450.tar.gz,BMC Bioinformatics. 2012 Jun 11; 13(Suppl 9):S7,PMC3372450,2013-01-16 11:15:42,22901092.0,CC BY
oa_package/bd/f8/PMC8754802.tar.gz,Virus Evol. 2021 Dec 13; 7(2):veab104,PMC8754802,2023-09-19 10:41:25,35039785.0,CC BY-NC
oa_package/74/da/PMC8124739.tar.gz,Int J Mol Sci. 2021 May 6; 22(9):4938,PMC8124739,2024-05-03 17:25:22,34066536.0,CC BY
oa_package/2e/a5/PMC9634364.tar.gz,Heliyon. 2022 Oct 26; 8(11):e11277,PMC9634364,2022-11-07 11:10:13,36339770.0,CC BY-NC-ND
oa_package/6b/a9/PMC6210396.tar.gz,Cells. 2018 Sep 21; 7(10):147,PMC6210396,2024-04-02 03:25:29,30248895.0,CC BY
oa_package/cb/04/PMC4918254.tar.gz,Immunotargets Ther. 2015 Jul 27; 4:143-157,PMC4918254,2023-07-21 22:25:09,27471720.0,CC BY-NC
oa_package/c7/ac/PMC9821738.tar.gz,Materials (Basel). 2022 Dec 23; 16(1):153,PMC9821738,2023-01-10 03:10:11,36614492.0,CC BY
oa_package/2c/08/PMC8513260.tar.gz,J Exp Clin Cancer Res. 2021 Oct 13; 40:319,PMC8513260,2021-10-20 20:16:38,34645505.0,CC BY
oa_package/60/b6/PMC8839216.tar.gz,Molecules. 2022 Jan 25; 27(3):769,PMC8839216,2022-02-17 00:16:44,35164037.0,CC BY
oa_package/fa/12/PMC12057942.tar.gz,PLoS One. 2025 May 7; 20(5):e0322979,PMC12057942,2025-05-08 12:26:16,40333926.0,CC BY
oa_package/40/9a/PMC9892096.tar.gz,J Mammary Gland Biol Neoplasia. 2023 Jan 27; 28(1):1,PMC9892096,2024-11-15 09:25:32,36723776.0,CC BY
oa_package/35/49/PMC3779858.tar.gz,Front Plant Sci. 2013 Sep 23; 4:377,PMC3779858,2024-03-22 03:25:12,24065980.0,CC BY
